,Position,Track Name,Streams,Chart Start Date,Chart End Date,Album Name,Release Date,Artist,Features,Song Duration(ms),Explicit,Url
1060,11," LA NOCHE DE ANOCHE by Bad Bunny, ROSALÍA ","17,308,254",2021-02-19,2021-02-26,EL ÚLTIMO TOUR DEL MUNDO,2020-11-27,Bad Bunny,ROSALÍA,203200,False,https://open.spotify.com/track/2XIc1pqjXV3Cr2BQUGNBck
1061,12, Streets by Doja Cat ,"17,252,139",2021-02-19,2021-02-26,Hot Pink,2019-11-07,Doja Cat,None,226986,True,https://open.spotify.com/track/60ynsPSSKe6O3sfwRnIBRf
1062,13, Whoopty by CJ ,"16,893,820",2021-02-19,2021-02-26,Loyalty Over Royalty,2021-02-19,CJ,None,123262,True,https://open.spotify.com/track/1t9WgS8FN0534tLBRwbaxO
1063,14, Good Days by SZA ,"16,361,065",2021-02-19,2021-02-26,Good Days,2020-12-25,SZA,None,279204,True,https://open.spotify.com/track/3YJJjQPAbDT7mGpX3WtQ9A
1064,15, Levitating (feat. DaBaby) by Dua Lipa ,"15,724,348",2021-02-19,2021-02-26,Future Nostalgia,2020-03-27,Dua Lipa,DaBaby,203064,False,https://open.spotify.com/track/5nujrmhLynf4yMoMtj8AQF
1065,16, positions by Ariana Grande ,"15,526,189",2021-02-19,2021-02-26,Positions,2020-10-30,Ariana Grande,None,172324,True,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0
1066,17, BICHOTA by KAROL G ,"15,490,593",2021-02-19,2021-02-26,BICHOTA,2020-10-23,KAROL G,None,178946,True,https://open.spotify.com/track/7vrJn5hDSXRmdXoR30KgF1
1067,18, Baila Conmigo (with Rauw Alejandro) by Selena Gomez ,"15,447,518",2021-02-19,2021-02-26,Revelación - EP,2021-03-12,Selena Gomez,Rauw Alejandro,186087,False,https://open.spotify.com/track/0D75ciM842cdUMKSMfAR9y
1068,19, Up by Cardi B ,"15,331,477",2021-02-19,2021-02-26,Up (Instrumental),2021-02-04,Cardi B,None,156944,True,https://open.spotify.com/track/1M4OcYkxAtu3ErzSgDEfoi
1069,20, Dynamite by BTS ,"15,273,912",2021-02-19,2021-02-26,BE,2020-11-20,BTS,None,199053,False,https://open.spotify.com/track/4saklk6nie3yiGePpBwUoc
1070,21, 34+35 by Ariana Grande ,"15,080,770",2021-02-19,2021-02-26,Positions,2020-10-30,Ariana Grande,None,173710,True,https://open.spotify.com/track/6Im9k8u9iIzKMrmV7BWtlF
1071,22," Lemonade (feat. Gunna, Don Toliver & NAV) by Internet Money ","14,236,529",2021-02-19,2021-02-26,B4 The Storm,2020-08-28,Internet Money,"Gunna,Don Toliver,NAV",195428,True,https://open.spotify.com/track/7hxHWCCAIIxFLCzvDgnQHX
1072,23, telepatía by Kali Uchis ,"13,825,374",2021-02-19,2021-02-26,Sin Miedo (del Amor y Otros Demonios) ∞,2020-12-04,Kali Uchis,None,160191,False,https://open.spotify.com/track/6tDDoYIxWvMLTdKpjFkc1B
1073,24, Hecha Pa' Mi by Boza ,"13,737,219",2021-02-19,2021-02-26,Más Negro Que Rojo,2020-07-31,Boza,None,186133,False,https://open.spotify.com/track/3VvA1wSxukMLsvXoXtlwWx
1074,25, We're Good by Dua Lipa ,"13,346,925",2021-02-19,2021-02-26,Future Nostalgia (The Moonlight Edition),2021-02-11,Dua Lipa,None,165506,False,https://open.spotify.com/track/1diS6nkxMQc3wwC4G1j0bh
1075,26, Paradise (feat. Dermot Kennedy) by MEDUZA ,"13,041,541",2021-02-19,2021-02-26,Paradise,2020-10-30,MEDUZA,Dermot Kennedy,167903,False,https://open.spotify.com/track/6ft4hAq6yde8jPZY2i5zLr
1076,27, Anyone by Justin Bieber ,"12,940,944",2021-02-19,2021-02-26,Anyone,2021-01-01,Justin Bieber,None,190779,False,https://open.spotify.com/track/31qCy5ZaophVA81wtlwLc4
1077,28, you broke me first by Tate McRae ,"12,631,717",2021-02-19,2021-02-26,you broke me first,2020-04-17,Tate McRae,None,169265,False,https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR
1078,29, Heartbreak Anniversary by Giveon ,"12,552,614",2021-02-19,2021-02-26,TAKE TIME,2020-03-27,Giveon,None,198370,False,https://open.spotify.com/track/3FAJ6O0NOHQV8Mc5Ri6ENp
1079,30, Someone You Loved by Lewis Capaldi ,"12,495,411",2021-02-19,2021-02-26,Divinely Uninspired To A Hellish Extent,2019-05-17,Lewis Capaldi,None,182160,False,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
1080,1, drivers license by Olivia Rodrigo ,"42,861,515",2021-02-12,2021-02-19,SOUR,2021-05-21,Olivia Rodrigo,None,242013,True,https://open.spotify.com/track/7lPN2DXiMsVn7XUKtOW1CS
1081,2, Save Your Tears by The Weeknd ,"30,002,430",2021-02-12,2021-02-19,After Hours,2020-03-20,The Weeknd,None,215626,True,https://open.spotify.com/track/5QO79kh1waicV47BqGRL3g
1082,3, Blinding Lights by The Weeknd ,"26,709,566",2021-02-12,2021-02-19,After Hours,2020-03-20,The Weeknd,None,200040,False,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
1083,4," Calling My Phone by Lil Tjay, 6LACK ","26,623,780",2021-02-12,2021-02-19,Destined 2 Win,2021-04-02,Lil Tjay,6LACK,205458,True,https://open.spotify.com/track/5Kskr9LcNYa0tpt5f0ZEJx
1084,5," DÁKITI by Bad Bunny, Jhay Cortez ","24,806,315",2021-02-12,2021-02-19,EL ÚLTIMO TOUR DEL MUNDO,2020-11-27,Bad Bunny,Jhay Cortez,205090,True,https://open.spotify.com/track/4MzXwWMhyBbmu6hOcLVD49
1085,6," Bandido by Myke Towers, Juhn ","19,794,612",2021-02-12,2021-02-19,Bandido,2020-12-10,Myke Towers,Juhn,232853,False,https://open.spotify.com/track/1xK1Gg9SxG8fy2Ya373oqb
1086,7, Mood (feat. iann dior) by 24kGoldn ,"19,103,306",2021-02-12,2021-02-19,El Dorado,2021-03-26,24kGoldn,iann dior,140533,True,https://open.spotify.com/track/3tjFYV6RSFtuktYl3ZtYcq
1087,8, Love Story (Taylor’s Version) by Taylor Swift ,"18,627,530",2021-02-12,2021-02-19,Love Story (Taylor’s Version),2021-02-12,Taylor Swift,None,235766,False,https://open.spotify.com/track/3CeCwYWvdfXbZLXFhBrbnf
1088,9, WITHOUT YOU by The Kid LAROI ,"18,341,882",2021-02-12,2021-02-19,F*CK LOVE (SAVAGE),2020-11-06,The Kid LAROI,None,161384,True,https://open.spotify.com/track/27OeeYzk6klgBh83TSvGMA
1089,10, Whoopty by CJ ,"17,378,401",2021-02-12,2021-02-19,Whoopty,2020-08-20,CJ,None,123262,True,https://open.spotify.com/track/5vGLcdRuSbUhD8ScwsGSdA
1090,11, Streets by Doja Cat ,"17,016,829",2021-02-12,2021-02-19,Hot Pink,2019-11-07,Doja Cat,None,226986,True,https://open.spotify.com/track/60ynsPSSKe6O3sfwRnIBRf
1091,12, The Business by Tiësto ,"16,842,976",2021-02-12,2021-02-19,The Business,2020-09-16,Tiësto,None,164000,False,https://open.spotify.com/track/6f3Slt0GbA2bPZlz0aIFXN
1092,13, Good Days by SZA ,"16,817,642",2021-02-12,2021-02-19,Good Days,2020-12-25,SZA,None,279204,True,https://open.spotify.com/track/3YJJjQPAbDT7mGpX3WtQ9A
1093,14, BICHOTA by KAROL G ,"15,982,215",2021-02-12,2021-02-19,BICHOTA,2020-10-23,KAROL G,None,178946,True,https://open.spotify.com/track/7vrJn5hDSXRmdXoR30KgF1
1094,15, positions by Ariana Grande ,"15,738,289",2021-02-12,2021-02-19,Positions,2020-10-30,Ariana Grande,None,172324,True,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0
1095,16, Astronaut In The Ocean by Masked Wolf ,"15,670,268",2021-02-12,2021-02-19,Astronomical,2021-09-10,Masked Wolf,None,132780,True,https://open.spotify.com/track/3VT8hOC5vuDXBsHrR53WFh
1096,17, Levitating (feat. DaBaby) by Dua Lipa ,"15,656,959",2021-02-12,2021-02-19,Future Nostalgia,2020-03-27,Dua Lipa,DaBaby,203064,False,https://open.spotify.com/track/5nujrmhLynf4yMoMtj8AQF
1097,18," LA NOCHE DE ANOCHE by Bad Bunny, ROSALÍA ","15,468,368",2021-02-12,2021-02-19,EL ÚLTIMO TOUR DEL MUNDO,2020-11-27,Bad Bunny,ROSALÍA,203200,False,https://open.spotify.com/track/2XIc1pqjXV3Cr2BQUGNBck
1098,19, 34+35 by Ariana Grande ,"15,229,547",2021-02-12,2021-02-19,Positions,2020-10-30,Ariana Grande,None,173710,True,https://open.spotify.com/track/6Im9k8u9iIzKMrmV7BWtlF
1099,20, Baila Conmigo (with Rauw Alejandro) by Selena Gomez ,"14,895,151",2021-02-12,2021-02-19,Revelación - EP,2021-03-12,Selena Gomez,Rauw Alejandro,186087,False,https://open.spotify.com/track/0D75ciM842cdUMKSMfAR9y
1100,21, Dynamite by BTS ,"14,780,080",2021-02-12,2021-02-19,BE,2020-11-20,BTS,None,199053,False,https://open.spotify.com/track/4saklk6nie3yiGePpBwUoc
1101,22, We're Good by Dua Lipa ,"14,523,521",2021-02-12,2021-02-19,Future Nostalgia (The Moonlight Edition),2021-02-11,Dua Lipa,None,165506,False,https://open.spotify.com/track/1diS6nkxMQc3wwC4G1j0bh
1102,23, Up by Cardi B ,"14,212,148",2021-02-12,2021-02-19,Up (Instrumental),2021-02-04,Cardi B,None,156944,True,https://open.spotify.com/track/1M4OcYkxAtu3ErzSgDEfoi
1103,24, Hecha Pa' Mi by Boza ,"14,070,280",2021-02-12,2021-02-19,Más Negro Que Rojo,2020-07-31,Boza,None,186133,False,https://open.spotify.com/track/3VvA1wSxukMLsvXoXtlwWx
1104,25," Lemonade (feat. Gunna, Don Toliver & NAV) by Internet Money ","13,916,212",2021-02-12,2021-02-19,B4 The Storm,2020-08-28,Internet Money,"Gunna,Don Toliver,NAV",195428,True,https://open.spotify.com/track/7hxHWCCAIIxFLCzvDgnQHX
1105,26, Anyone by Justin Bieber ,"13,674,774",2021-02-12,2021-02-19,Anyone,2021-01-01,Justin Bieber,None,190779,False,https://open.spotify.com/track/31qCy5ZaophVA81wtlwLc4
1106,27, you broke me first by Tate McRae ,"12,907,542",2021-02-12,2021-02-19,you broke me first,2020-04-17,Tate McRae,None,169265,False,https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR
1107,28, Someone You Loved by Lewis Capaldi ,"12,527,224",2021-02-12,2021-02-19,Divinely Uninspired To A Hellish Extent,2019-05-17,Lewis Capaldi,None,182160,False,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
1108,29, Paradise (feat. Dermot Kennedy) by MEDUZA ,"12,526,998",2021-02-12,2021-02-19,Paradise,2020-10-30,MEDUZA,Dermot Kennedy,167903,False,https://open.spotify.com/track/6ft4hAq6yde8jPZY2i5zLr
1109,30, What You Know Bout Love by Pop Smoke ,"11,983,607",2021-02-12,2021-02-19,Shoot For The Stars Aim For The Moon,2020-07-03,Pop Smoke,None,160000,True,https://open.spotify.com/track/1tkg4EHVoqnhR6iFEXb60y
1110,1, drivers license by Olivia Rodrigo ,"48,003,217",2021-02-05,2021-02-12,SOUR,2021-05-21,Olivia Rodrigo,None,242013,True,https://open.spotify.com/track/7lPN2DXiMsVn7XUKtOW1CS
1111,2, Save Your Tears by The Weeknd ,"30,115,082",2021-02-05,2021-02-12,After Hours,2020-03-20,The Weeknd,None,215626,True,https://open.spotify.com/track/5QO79kh1waicV47BqGRL3g
1112,3, Blinding Lights by The Weeknd ,"28,838,481",2021-02-05,2021-02-12,After Hours,2020-03-20,The Weeknd,None,200040,False,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
1113,4," DÁKITI by Bad Bunny, Jhay Cortez ","26,145,345",2021-02-05,2021-02-12,EL ÚLTIMO TOUR DEL MUNDO,2020-11-27,Bad Bunny,Jhay Cortez,205090,True,https://open.spotify.com/track/4MzXwWMhyBbmu6hOcLVD49
1114,5," Bandido by Myke Towers, Juhn ","19,989,826",2021-02-05,2021-02-12,Bandido,2020-12-10,Myke Towers,Juhn,232853,False,https://open.spotify.com/track/1xK1Gg9SxG8fy2Ya373oqb
1115,6, Mood (feat. iann dior) by 24kGoldn ,"19,890,784",2021-02-05,2021-02-12,El Dorado,2021-03-26,24kGoldn,iann dior,140533,True,https://open.spotify.com/track/3tjFYV6RSFtuktYl3ZtYcq
1116,7, WITHOUT YOU by The Kid LAROI ,"18,518,839",2021-02-05,2021-02-12,F*CK LOVE (SAVAGE),2020-11-06,The Kid LAROI,None,161384,True,https://open.spotify.com/track/27OeeYzk6klgBh83TSvGMA
1117,8, Whoopty by CJ ,"18,157,947",2021-02-05,2021-02-12,Whoopty,2020-08-20,CJ,None,123262,True,https://open.spotify.com/track/5vGLcdRuSbUhD8ScwsGSdA
1118,9, Streets by Doja Cat ,"18,123,014",2021-02-05,2021-02-12,Hot Pink,2019-11-07,Doja Cat,None,226986,True,https://open.spotify.com/track/60ynsPSSKe6O3sfwRnIBRf
1119,10, Good Days by SZA ,"18,060,603",2021-02-05,2021-02-12,Good Days,2020-12-25,SZA,None,279204,True,https://open.spotify.com/track/3YJJjQPAbDT7mGpX3WtQ9A
1120,11, BICHOTA by KAROL G ,"18,022,609",2021-02-05,2021-02-12,BICHOTA,2020-10-23,KAROL G,None,178946,True,https://open.spotify.com/track/7vrJn5hDSXRmdXoR30KgF1
1121,12, positions by Ariana Grande ,"16,880,068",2021-02-05,2021-02-12,Positions,2020-10-30,Ariana Grande,None,172324,True,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0
1122,13, The Business by Tiësto ,"16,137,421",2021-02-05,2021-02-12,The Business,2020-09-16,Tiësto,None,164000,False,https://open.spotify.com/track/6f3Slt0GbA2bPZlz0aIFXN
1123,14, 34+35 by Ariana Grande ,"16,087,184",2021-02-05,2021-02-12,Positions,2020-10-30,Ariana Grande,None,173710,True,https://open.spotify.com/track/6Im9k8u9iIzKMrmV7BWtlF
1124,15, Dynamite by BTS ,"16,080,740",2021-02-05,2021-02-12,BE,2020-11-20,BTS,None,199053,False,https://open.spotify.com/track/4saklk6nie3yiGePpBwUoc
1125,16, Levitating (feat. DaBaby) by Dua Lipa ,"16,043,037",2021-02-05,2021-02-12,Future Nostalgia,2020-03-27,Dua Lipa,DaBaby,203064,False,https://open.spotify.com/track/5nujrmhLynf4yMoMtj8AQF
1126,17, Baila Conmigo (with Rauw Alejandro) by Selena Gomez ,"15,129,239",2021-02-05,2021-02-12,Revelación - EP,2021-03-12,Selena Gomez,Rauw Alejandro,186087,False,https://open.spotify.com/track/0D75ciM842cdUMKSMfAR9y
1127,18," LA NOCHE DE ANOCHE by Bad Bunny, ROSALÍA ","15,043,808",2021-02-05,2021-02-12,EL ÚLTIMO TOUR DEL MUNDO,2020-11-27,Bad Bunny,ROSALÍA,203200,False,https://open.spotify.com/track/2XIc1pqjXV3Cr2BQUGNBck
1128,19, Up by Cardi B ,"15,001,033",2021-02-05,2021-02-12,Up (Instrumental),2021-02-04,Cardi B,None,156944,True,https://open.spotify.com/track/1M4OcYkxAtu3ErzSgDEfoi
1129,20," Lemonade (feat. Gunna, Don Toliver & NAV) by Internet Money ","14,749,599",2021-02-05,2021-02-12,B4 The Storm,2020-08-28,Internet Money,"Gunna,Don Toliver,NAV",195428,True,https://open.spotify.com/track/7hxHWCCAIIxFLCzvDgnQHX
1130,21, Hecha Pa' Mi by Boza ,"14,747,577",2021-02-05,2021-02-12,Más Negro Que Rojo,2020-07-31,Boza,None,186133,False,https://open.spotify.com/track/3VvA1wSxukMLsvXoXtlwWx
1131,22, Anyone by Justin Bieber ,"14,191,747",2021-02-05,2021-02-12,Anyone,2021-01-01,Justin Bieber,None,190779,False,https://open.spotify.com/track/31qCy5ZaophVA81wtlwLc4
1132,23, you broke me first by Tate McRae ,"13,751,562",2021-02-05,2021-02-12,you broke me first,2020-04-17,Tate McRae,None,169265,False,https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR
1133,24, Therefore I Am by Billie Eilish ,"13,047,875",2021-02-05,2021-02-12,Therefore I Am,2020-11-12,Billie Eilish,None,174321,False,https://open.spotify.com/track/54bFM56PmE4YLRnqpW6Tha
1134,25, Paradise (feat. Dermot Kennedy) by MEDUZA ,"12,764,094",2021-02-05,2021-02-12,Paradise,2020-10-30,MEDUZA,Dermot Kennedy,167903,False,https://open.spotify.com/track/6ft4hAq6yde8jPZY2i5zLr
1135,26, Someone You Loved by Lewis Capaldi ,"12,732,644",2021-02-05,2021-02-12,Divinely Uninspired To A Hellish Extent,2019-05-17,Lewis Capaldi,None,182160,False,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
1136,27, What You Know Bout Love by Pop Smoke ,"12,676,301",2021-02-05,2021-02-12,Shoot For The Stars Aim For The Moon,2020-07-03,Pop Smoke,None,160000,True,https://open.spotify.com/track/1tkg4EHVoqnhR6iFEXb60y
1137,28, Astronaut In The Ocean by Masked Wolf ,"12,070,339",2021-02-05,2021-02-12,Astronaut In The Ocean,2021-01-06,Masked Wolf,None,132780,True,https://open.spotify.com/track/3Ofmpyhv5UAQ70mENzB277
1138,29, Watermelon Sugar by Harry Styles ,"11,748,557",2021-02-05,2021-02-12,Fine Line,2019-12-13,Harry Styles,None,174000,False,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
1139,30, Prisoner (feat. Dua Lipa) by Miley Cyrus ,"11,532,624",2021-02-05,2021-02-12,Plastic Hearts,2020-11-27,Miley Cyrus,Dua Lipa,169333,False,https://open.spotify.com/track/2Oycxb8QbPkpHTo8ZrmG0B
1140,1, drivers license by Olivia Rodrigo ,"54,166,615",2021-01-29,2021-02-05,SOUR,2021-05-21,Olivia Rodrigo,None,242013,True,https://open.spotify.com/track/7lPN2DXiMsVn7XUKtOW1CS
1141,2," DÁKITI by Bad Bunny, Jhay Cortez ","27,544,366",2021-01-29,2021-02-05,EL ÚLTIMO TOUR DEL MUNDO,2020-11-27,Bad Bunny,Jhay Cortez,205090,True,https://open.spotify.com/track/4MzXwWMhyBbmu6hOcLVD49
1142,3, Blinding Lights by The Weeknd ,"22,418,356",2021-01-29,2021-02-05,After Hours,2020-03-20,The Weeknd,None,200040,False,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
1143,4, Save Your Tears by The Weeknd ,"21,797,516",2021-01-29,2021-02-05,After Hours,2020-03-20,The Weeknd,None,215626,True,https://open.spotify.com/track/5QO79kh1waicV47BqGRL3g
1144,5, Mood (feat. iann dior) by 24kGoldn ,"20,908,757",2021-01-29,2021-02-05,El Dorado,2021-03-26,24kGoldn,iann dior,140533,True,https://open.spotify.com/track/3tjFYV6RSFtuktYl3ZtYcq
1145,6, Good Days by SZA ,"19,488,839",2021-01-29,2021-02-05,Good Days,2020-12-25,SZA,None,279204,True,https://open.spotify.com/track/3YJJjQPAbDT7mGpX3WtQ9A
1146,7," Bandido by Myke Towers, Juhn ","19,354,941",2021-01-29,2021-02-05,Bandido,2020-12-10,Myke Towers,Juhn,232853,False,https://open.spotify.com/track/1xK1Gg9SxG8fy2Ya373oqb
1147,8, WITHOUT YOU by The Kid LAROI ,"19,119,779",2021-01-29,2021-02-05,F*CK LOVE (SAVAGE),2020-11-06,The Kid LAROI,None,161384,True,https://open.spotify.com/track/27OeeYzk6klgBh83TSvGMA
1148,9, BICHOTA by KAROL G ,"19,090,199",2021-01-29,2021-02-05,BICHOTA,2020-10-23,KAROL G,None,178946,True,https://open.spotify.com/track/7vrJn5hDSXRmdXoR30KgF1
1149,10, Streets by Doja Cat ,"18,274,551",2021-01-29,2021-02-05,Hot Pink,2019-11-07,Doja Cat,None,226986,True,https://open.spotify.com/track/60ynsPSSKe6O3sfwRnIBRf
1150,11, Whoopty by CJ ,"18,139,544",2021-01-29,2021-02-05,Whoopty,2020-08-20,CJ,None,123262,True,https://open.spotify.com/track/5vGLcdRuSbUhD8ScwsGSdA
1151,12, positions by Ariana Grande ,"18,023,049",2021-01-29,2021-02-05,Positions,2020-10-30,Ariana Grande,None,172324,True,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0
1152,13, Dynamite by BTS ,"16,470,302",2021-01-29,2021-02-05,BE,2020-11-20,BTS,None,199053,False,https://open.spotify.com/track/4saklk6nie3yiGePpBwUoc
1153,14," Lemonade (feat. Gunna, Don Toliver & NAV) by Internet Money ","16,099,376",2021-01-29,2021-02-05,B4 The Storm,2020-08-28,Internet Money,"Gunna,Don Toliver,NAV",195428,True,https://open.spotify.com/track/7hxHWCCAIIxFLCzvDgnQHX
1154,15, 34+35 by Ariana Grande ,"16,056,567",2021-01-29,2021-02-05,Positions,2020-10-30,Ariana Grande,None,173710,True,https://open.spotify.com/track/6Im9k8u9iIzKMrmV7BWtlF
1155,16, Levitating (feat. DaBaby) by Dua Lipa ,"15,979,909",2021-01-29,2021-02-05,Future Nostalgia,2020-03-27,Dua Lipa,DaBaby,203064,False,https://open.spotify.com/track/5nujrmhLynf4yMoMtj8AQF
1156,17, Hecha Pa' Mi by Boza ,"15,852,397",2021-01-29,2021-02-05,Más Negro Que Rojo,2020-07-31,Boza,None,186133,False,https://open.spotify.com/track/3VvA1wSxukMLsvXoXtlwWx
1157,18, The Business by Tiësto ,"15,663,297",2021-01-29,2021-02-05,The Business,2020-09-16,Tiësto,None,164000,False,https://open.spotify.com/track/6f3Slt0GbA2bPZlz0aIFXN
1158,19, Anyone by Justin Bieber ,"15,643,311",2021-01-29,2021-02-05,Anyone,2021-01-01,Justin Bieber,None,190779,False,https://open.spotify.com/track/31qCy5ZaophVA81wtlwLc4
1159,20," LA NOCHE DE ANOCHE by Bad Bunny, ROSALÍA ","15,421,957",2021-01-29,2021-02-05,EL ÚLTIMO TOUR DEL MUNDO,2020-11-27,Bad Bunny,ROSALÍA,203200,False,https://open.spotify.com/track/2XIc1pqjXV3Cr2BQUGNBck
1160,21, Baila Conmigo (with Rauw Alejandro) by Selena Gomez ,"15,051,746",2021-01-29,2021-02-05,Revelación - EP,2021-03-12,Selena Gomez,Rauw Alejandro,186087,False,https://open.spotify.com/track/0D75ciM842cdUMKSMfAR9y
1161,22, you broke me first by Tate McRae ,"14,107,574",2021-01-29,2021-02-05,you broke me first,2020-04-17,Tate McRae,None,169265,False,https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR
1162,23, Therefore I Am by Billie Eilish ,"13,845,132",2021-01-29,2021-02-05,Therefore I Am,2020-11-12,Billie Eilish,None,174321,False,https://open.spotify.com/track/54bFM56PmE4YLRnqpW6Tha
1163,24, What You Know Bout Love by Pop Smoke ,"13,269,633",2021-01-29,2021-02-05,Shoot For The Stars Aim For The Moon,2020-07-03,Pop Smoke,None,160000,True,https://open.spotify.com/track/1tkg4EHVoqnhR6iFEXb60y
1164,25, Paradise (feat. Dermot Kennedy) by MEDUZA ,"12,899,009",2021-01-29,2021-02-05,Paradise,2020-10-30,MEDUZA,Dermot Kennedy,167903,False,https://open.spotify.com/track/6ft4hAq6yde8jPZY2i5zLr
1165,26, Someone You Loved by Lewis Capaldi ,"12,814,204",2021-01-29,2021-02-05,Divinely Uninspired To A Hellish Extent,2019-05-17,Lewis Capaldi,None,182160,False,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
1166,27, Watermelon Sugar by Harry Styles ,"12,166,032",2021-01-29,2021-02-05,Fine Line,2019-12-13,Harry Styles,None,174000,False,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
1167,28, Head & Heart (feat. MNEK) by Joel Corry ,"11,960,234",2021-01-29,2021-02-05,Head & Heart (feat. MNEK),2020-07-03,Joel Corry,MNEK,166028,False,https://open.spotify.com/track/6cx06DFPPHchuUAcTxznu9
1168,29, Hawái by Maluma ,"11,884,717",2021-01-29,2021-02-05,PAPI JUANCHO,2020-08-21,Maluma,None,199112,False,https://open.spotify.com/track/1yoMvmasuxZfqHEipJhRbp
1169,30, Monster (Shawn Mendes & Justin Bieber) by Shawn Mendes ,"11,874,324",2021-01-29,2021-02-05,Wonder,2020-12-04,Shawn Mendes,Justin Bieber,178994,False,https://open.spotify.com/track/1HbA4N1MiOsPthALesGFR1
1170,1, drivers license by Olivia Rodrigo ,"64,681,075",2021-01-22,2021-01-29,SOUR,2021-05-21,Olivia Rodrigo,None,242013,True,https://open.spotify.com/track/7lPN2DXiMsVn7XUKtOW1CS
1171,2," DÁKITI by Bad Bunny, Jhay Cortez ","28,696,860",2021-01-22,2021-01-29,EL ÚLTIMO TOUR DEL MUNDO,2020-11-27,Bad Bunny,Jhay Cortez,205090,True,https://open.spotify.com/track/4MzXwWMhyBbmu6hOcLVD49
1172,3, Blinding Lights by The Weeknd ,"22,885,490",2021-01-22,2021-01-29,After Hours,2020-03-20,The Weeknd,None,200040,False,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
1173,4, Mood (feat. iann dior) by 24kGoldn ,"21,809,952",2021-01-22,2021-01-29,El Dorado,2021-03-26,24kGoldn,iann dior,140533,True,https://open.spotify.com/track/3tjFYV6RSFtuktYl3ZtYcq
1174,5, Good Days by SZA ,"20,809,013",2021-01-22,2021-01-29,Good Days,2020-12-25,SZA,None,279204,True,https://open.spotify.com/track/3YJJjQPAbDT7mGpX3WtQ9A
1175,6, BICHOTA by KAROL G ,"20,480,781",2021-01-22,2021-01-29,BICHOTA,2020-10-23,KAROL G,None,178946,True,https://open.spotify.com/track/7vrJn5hDSXRmdXoR30KgF1
